Sensitive,Sex,Study Area,Study Title,Sector,Job Family Hiring,Job Title Hiring,Technical Skills,Comunication,Maturity,Dynamism,Mobility,English,European Residence,Italian Residence,Status
Not a protected category 40 - 45 years,Male,NO COLLEGE,High school graduation,Oil and Gas,Engineering,Junior Consultant,3,3,3,3,3,3,Yes,Yes,Positive
Not a protected category > 45 years,Male,NO COLLEGE,High school graduation,Oil and Gas,Engineering,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Doctorate,Consulting,Not Specified,Not Specified,2,2,3,3,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Scientific Field,Five-year degree,Naval,Not Specified,Not Specified,2,2,2,3,2,3,Yes,Yes,Negative
Not a protected category 36 - 40 years,Male,Engineering,Five-year degree,Machining - Heavy Industry,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Railway,Not Specified,Not Specified,2,2,1,2,3,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Female,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 40 - 45 years,Male,Scientific Field,High school graduation,Automotive,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,3,3,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Telecom,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Male,Engineering,Five-year degree,Services and Information Systems,Tech Consulting & Solutions,Advanced Consultant,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Female,Engineering,Three-year degree,Consulting,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,3,3,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Scientific Field,High school graduation,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,3,2,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Other Humanities Subjects,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Scientific Field,Five-year degree,Others,Support,Support,3,4,4,4,4,3,Yes,Yes,Positive
Not a protected category < 20 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,3,3,3,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,3,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Automotive,Tech Consulting & Solutions,Consultant,2,3,2,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Aeronautics,Engineering,Junior Consultant,2,3,2,2,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Telecom,Not Specified,Not Specified,3,1,2,2,1,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Aeronautics,Engineering,Junior Consultant,1,3,3,2,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Automotive,Tech Consulting & Solutions,Advanced Consultant,2,2,2,2,1,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Economic,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Space,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Machining - Heavy Industry,Not Specified,Not Specified,2,3,2,3,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Other,Five-year degree,Unemployed,Not Specified,Not Specified,1,1,2,1,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,3,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,3,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
Not a protected category 20 - 25 years,Male,Engineering,Five-year degree,Space,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
Not a protected category 36 - 40 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,1,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,1,1,1,1,1,1,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Law,master's degree,Others,Not Specified,Not Specified,1,2,1,1,3,1,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Scientific Field,Three-year degree,Consulting,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
Not a protected category 31 - 35 years,Male,Engineering,master's degree,Naval,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 36 - 40 years,Male,NO COLLEGE,High school graduation,Oil and Gas,Not Specified,Not Specified,3,3,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Energy,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Male,Scientific Field,High school graduation,Others,Not Specified,Not Specified,2,2,1,2,3,2,Yes,Yes,Negative
Not a protected category > 45 years,Male,Scientific Field,High school graduation,Aeronautics,Engineering,Consultant,2,2,3,2,3,3,Yes,Yes,Positive
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,3,3,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Female,Engineering,Five-year degree,Railway,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
Not a protected category 20 - 25 years,Male,Engineering,Three-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,1,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Female,Engineering,Three-year degree,Services and Information Systems,Not Specified,Not Specified,2,1,2,1,2,2,Yes,Yes,Negative
Not a protected category < 20 years,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Energy,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Female,Linguistics,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 36 - 40 years,Female,Other Humanities Subjects,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category > 45 years,Male,NO COLLEGE,High school graduation,Oil and Gas,Engineering,Consultant,2,3,3,3,2,3,Yes,Yes,Positive
Not a protected category < 20 years,Female,Engineering,Three-year degree,Defence,Not Specified,Not Specified,2,3,2,3,1,3,Yes,Yes,Positive
Not a protected category 31 - 35 years,Female,Informatics,Five-year degree,Consulting,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category > 45 years,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,No,No,Positive
Not a protected category > 45 years,Male,Engineering,Five-year degree,Naval,Not Specified,Not Specified,2,2,2,2,2,3,No,No,Positive
Not a protected category < 20 years,Male,Economic,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Scientific Field,Professional qualification,Telecom,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category > 45 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,3,2,3,2,1,3,Yes,Yes,Positive
Not a protected category > 45 years,Male,Other,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,2,1,2,2,Yes,No,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Engineering,Junior Consultant,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Automotive,Not Specified,Not Specified,2,3,3,2,2,3,Yes,Yes,Positive
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 36 - 40 years,Female,Other,Doctorate,Oil and Gas,Tech Consulting & Solutions,Advanced Consultant,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Others,Engineering,Junior Consultant,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 36 - 40 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
Not a protected category 36 - 40 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,3,2,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,1,2,2,2,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Other,High school graduation,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Male,Informatics,High school graduation,Services and Information Systems,Engineering,Junior Consultant,2,2,3,3,2,3,Yes,Yes,Positive
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Naval,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Scientific Field,Five-year degree,Others,Not Specified,Not Specified,2,2,1,2,2,3,Yes,No,Negative
Not a protected category 31 - 35 years,Female,Linguistics,Five-year degree,Consulting,Not Specified,Not Specified,2,3,2,2,1,4,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Informatics,Three-year degree,Automotive,Not Specified,Not Specified,2,2,3,3,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Informatics,Three-year degree,Others,Not Specified,Not Specified,1,2,2,3,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Machining - Heavy Industry,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,1,1,2,3,3,Yes,Yes,Positive
Not a protected category 40 - 45 years,Female,Other Humanities Subjects,Five-year degree,Energy,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Other Humanities Subjects,High school graduation,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category > 45 years,Male,Scientific Field,Five-year degree,Consulting,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Female,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,1,1,2,3,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Other Humanities Subjects,Five-year degree,Others,Support,Support,2,3,3,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Railway,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Scientific Field,Professional qualification,Others,Not Specified,Not Specified,2,1,3,2,1,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Energy,Tech Consulting & Solutions,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Others,Engineering,Junior Consultant,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,1,2,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,3,3,3,3,2,Yes,Yes,Negative
Not a protected category < 20 years,Male,Informatics,High school graduation,Others,Not Specified,Not Specified,3,3,3,3,2,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
